device_id,gender,age,age_cate,timestamp,longitude,latitude,hour,lon_jitter,lat_jitter,size_for_plot,hour_oct
4218726483016116060,M,25,A23-26,2016-05-02 00:01:02,112.1,33.88,0,112.09895855971556,33.87933349600441,1,0
1315525989930564136,M,53,A40+,2016-05-06 07:53:59,119.89,31.83,7,119.88925591115964,31.82683756966865,1,2
-287528124662116274,M,52,A40+,2016-05-06 15:18:20,120.57,31.32,15,120.56910410414005,31.318035993909234,1,5
4161229141449370342,M,23,A23-26,2016-05-02 09:03:59,114.1,22.54,9,114.10830328490351,22.545214055038468,1,3
5552005988096984103,M,62,A40+,2016-05-07 18:18:52,113.41,23.08,18,113.40869925971711,23.07863360045734,1,6
1793354147275447369,F,27,A27-28,2016-05-02 10:17:27,114.41,30.62,10,114.41658987402997,30.62465718550017,1,3
-2933438483989019225,M,55,A40+,2016-05-05 21:15:35,118.83,35.59,21,118.82830980780189,35.59366681997817,1,7
5872729599536773570,M,32,A32-40,2016-05-06 00:01:09,99.16,25.1,0,99.16120894505319,25.10152585456168,1,0
-1836413439708303366,M,45,A40+,2016-05-05 13:24:44,104.18,30.66,13,104.18118653585336,30.66468261045187,1,4
-2397900518337632179,F,35,A32-40,2016-05-02 12:37:27,120.4,36.2,12,120.40089484942021,36.20180554043939,1,4
-5885613197953393547,M,20,A22-,2016-05-06 19:42:17,110.15,21.65,19,110.15099288968973,21.651590097371177,1,6
2360763764665150809,F,37,A32-40,2016-05-06 19:52:07,117.81,30.94,19,117.81199786805801,30.94186263062748,1,6
279455197256729687,M,45,A40+,2016-05-06 23:37:41,112.93,35.09,23,112.92790658472846,35.08986215238295,1,7
5642002162138626702,M,32,A32-40,2016-05-07 05:08:33,87.19,43.96,5,87.18948374858996,43.954595891689195,1,1
-751969654017764447,F,34,A32-40,2016-05-04 20:28:08,119.26,33.77,20,119.2613020966299,33.77038772724878,1,6
-5591263844938742257,M,27,A27-28,2016-05-05 10:18:51,107.82,32.99,10,107.82332199123172,32.993013894391,1,3
-2912011297842330397,M,40,A40+,2016-05-04 22:09:51,120.75,31.65,22,120.75011726317476,31.65211069285909,1,7
6309757818867179813,M,39,A40+,2016-05-02 09:45:43,112.17,23.91,9,112.1626997668152,23.91596189173292,1,3
-8808132407616349440,M,49,A40+,2016-05-06 14:48:52,119.76,33.45,14,119.75708563161747,33.45413898343924,1,4
-3613072772301134080,M,29,A29-31,2016-05-03 23:11:35,105.58,29.42,23,105.58058615279,29.418619368175147,1,7
-3374885435899581953,M,25,A23-26,2016-05-03 10:15:57,120.99,31.34,10,120.9909845998091,31.34313745342636,1,3
849715170731901791,F,25,A23-26,2016-05-05 12:14:00,110.79,21.43,12,110.79520537066192,21.43078087953324,1,4
-210181354943373348,F,20,A22-,2016-05-07 16:36:13,106.65,29.64,16,106.65305359034826,29.638500146475252,1,5
-5669621537727907565,M,58,A40+,2016-05-02 15:49:33,107.31,31.76,15,107.30764665105477,31.758663549310448,1,5
-9051072804789579370,F,37,A32-40,2016-05-02 22:35:32,113.0,28.24,22,113.00122592427245,28.239817738652732,1,7
1895981415761776289,M,28,A27-28,2016-05-07 23:14:22,116.41,39.98,23,116.40661799774685,39.98208221257138,1,7
-4036056715739448833,F,45,A40+,2016-05-07 21:13:58,114.44,36.62,21,114.44080364884267,36.617828422958,1,7
-3730382991277897127,M,38,A32-40,2016-05-07 19:08:02,113.39,22.53,19,113.38785440012157,22.525229367572706,1,6
-8183343943123482579,M,28,A27-28,2016-05-06 08:05:12,104.0,30.0,8,103.99803520783396,30.00358963149512,1,2
-1839927621650217592,F,29,A29-31,2016-05-06 14:42:14,114.92,27.82,14,114.91522414768069,27.817638315120746,1,4
4229754489691870487,F,30,A29-31,2016-05-05 10:10:27,121.49,29.88,10,121.48685983397581,29.87878734297276,1,3
-1659786250505519608,M,25,A23-26,2016-05-02 20:00:37,107.48,27.76,20,107.47980869857813,27.761542520723676,1,6
-7913427491559044002,F,43,A40+,2016-05-02 08:15:16,118.87,28.95,8,118.86938187079011,28.95392401423439,1,2
182836445212489362,M,19,A22-,2016-05-05 22:27:01,114.33,22.69,22,114.32664176290713,22.687201328427516,1,7
-1243691488305128829,F,39,A32-40,2016-05-04 10:47:01,118.43,32.43,10,118.4276668137733,32.43001239684847,1,3
-5232185729039849854,M,39,A40+,2016-05-01 22:58:11,121.53,38.93,22,121.52680147553916,38.935859532698565,1,7
-1787383944379029885,M,29,A29-31,2016-05-04 21:42:13,116.21,39.91,21,116.20754365185893,39.91302006643826,1,7
-4538300910206157339,F,39,A32-40,2016-05-02 06:22:14,104.74,29.77,6,104.73878958880837,29.76851781135422,1,2
-7445768044780429225,F,37,A32-40,2016-05-02 23:58:55,108.31,22.77,23,108.30080095207039,22.770252810343774,1,7
7943902865438965525,M,31,A29-31,2016-05-01 09:16:01,118.83,24.96,9,118.82854794168814,24.96282459384073,1,3
-7740351173556556640,M,26,A23-26,2016-05-02 11:49:09,114.88,24.05,11,114.87757559945658,24.049993360663382,1,3
8362847343784483522,M,38,A32-40,2016-05-05 20:45:34,121.69,39.02,20,121.68839605286855,39.01877453420118,1,6
1059108490518975017,M,29,A29-31,2016-05-03 15:43:46,104.74,31.79,15,104.74191107003526,31.793398800578146,1,5
-103941522408189581,M,30,A29-31,2016-05-01 12:21:31,116.57,40.05,12,116.56864695522086,40.05288553867342,1,4
-5455130307810674299,F,36,A32-40,2016-05-01 23:14:51,119.51,29.06,23,119.51552939757828,29.06301892051576,1,7
-7509127332023928061,M,27,A27-28,2016-05-03 20:34:06,113.27,23.14,20,113.27065068118233,23.13531340624681,1,6
7568632104990663274,M,30,A29-31,2016-05-06 18:49:44,113.28,23.08,18,113.27823792813639,23.080882623747467,1,6
4926021311542362297,M,34,A32-40,2016-05-05 16:51:25,104.0,30.0,16,104.00313245196818,29.999205716825795,1,5
3257214723846203624,M,42,A40+,2016-05-02 06:19:01,118.74,32.0,6,118.74658612997796,31.996576665086206,1,2
5951108094743783658,M,24,A23-26,2016-05-01 14:52:16,115.39,25.96,14,115.38785599821693,25.96632863072702,1,4
-3315486580351574251,M,25,A23-26,2016-05-04 13:15:32,113.91,22.57,13,113.90929514385729,22.567627968543967,1,4
1380981942587875837,M,32,A32-40,2016-05-05 18:28:57,114.37,27.82,18,114.36825923114343,27.82100912272513,1,6
-1064152471099925047,M,19,A22-,2016-05-02 00:53:45,113.26,35.19,0,113.25606303236223,35.189705996378706,1,0
660897975883029410,M,23,A23-26,2016-05-05 12:26:06,104.1,30.64,12,104.0986052156059,30.643940300106284,1,4
2709572721297050373,M,31,A29-31,2016-05-06 10:51:05,106.24,30.0,10,106.24118370641237,29.997678658713298,1,3
-5938345869723911492,F,37,A32-40,2016-05-05 20:05:26,116.28,39.96,20,116.28032954238951,39.95966456700918,1,6
3037773042848566488,M,33,A32-40,2016-05-02 00:42:44,113.35,22.57,0,113.34941869125146,22.567826327795416,1,0
2520099879026436722,M,23,A23-26,2016-05-03 00:25:03,118.12,27.34,0,118.12215595429967,27.33710539703155,1,0
7103702580533114794,M,33,A32-40,2016-05-07 20:26:48,101.07,22.54,20,101.06606068177598,22.53787424946771,1,6
9092921404389484616,F,32,A29-31,2016-05-03 09:37:32,109.42,18.29,9,109.42059778611686,18.28994959541227,1,3
8750074241196451661,F,24,A23-26,2016-05-07 20:46:02,125.16,46.59,20,125.16333802048275,46.58934873234677,1,6
8166760792069576339,M,31,A29-31,2016-05-04 16:40:54,113.38,40.1,16,113.38013269996917,40.09877555713085,1,5
-8298894765634993743,M,26,A23-26,2016-05-07 14:55:33,119.28,26.06,14,119.28333680325794,26.05854979087436,1,4
-5997294398480701669,M,28,A27-28,2016-05-01 16:57:00,121.46,31.19,16,121.45878335970032,31.19443631724493,1,5
6474089263750492894,F,45,A40+,2016-05-03 11:13:41,113.3,23.12,11,113.29848998165822,23.121813176942908,1,3
-5756134643763296849,M,24,A23-26,2016-05-03 13:42:38,116.15,37.86,13,116.15168528615459,37.85573767592282,1,4
-6148809430102033558,F,28,A27-28,2016-05-04 15:24:02,106.49,29.57,15,106.48752357838676,29.568829955929196,1,5
-1649835021445568723,F,30,A29-31,2016-05-04 21:32:50,114.21,30.56,21,114.21173630524751,30.560060906882548,1,7
-6889040614410602936,F,22,A22-,2016-05-01 15:47:35,116.8,39.96,15,116.79621018882737,39.95710331757377,1,5
-3286005492684000811,F,17,A22-,2016-05-01 01:16:13,94.6,40.11,1,94.59461510456805,40.107306509173156,1,0
-1351462401524912611,M,24,A23-26,2016-05-05 22:22:52,113.33,23.13,22,113.33448665554296,23.12984763605511,1,7
-8926408346984341352,M,40,A40+,2016-05-07 09:38:15,106.77,28.83,9,106.77141248506688,28.828333552790017,1,3
-3077424023142528287,F,29,A29-31,2016-05-01 15:41:59,113.14,27.86,15,113.14337074832238,27.860083638017677,1,5
7713162597676889690,F,32,A29-31,2016-05-03 20:56:22,117.0,35.58,20,117.00243951898206,35.584435808059276,1,6
-8730307490994656907,F,58,A40+,2016-05-03 10:33:22,121.19,32.34,10,121.18284750810098,32.337860190236086,1,3
4817006082042244666,F,23,A22-,2016-05-03 19:15:03,117.2,39.06,19,117.20113032444499,39.06199502988606,1,6
5133620374059674940,F,25,A23-26,2016-05-06 09:37:10,113.92,22.7,9,113.91737941373817,22.700453804607115,1,3
7567829132594447454,F,28,A27-28,2016-05-06 08:48:55,120.22,31.6,8,120.22153539817859,31.60359161250984,1,2
-3307910114833004447,F,25,A23-26,2016-05-03 16:07:19,117.31,39.69,16,117.30745124235008,39.694275560870956,1,5
-1236321735644933174,M,26,A23-26,2016-05-05 14:06:55,106.43,29.82,14,106.4310439886417,29.820575844759496,1,4
3398569345870445682,M,30,A29-31,2016-05-02 21:59:26,114.54,37.99,21,114.54469780426754,37.99097612522034,1,7
8800500860461700935,M,29,A29-31,2016-05-03 10:37:15,124.1,42.78,10,124.10286923089846,42.78224641457547,1,3
-6015036751826222896,F,48,A40+,2016-05-04 20:22:08,110.98,35.03,20,110.98359827398554,35.02790618735406,1,6
29182687948017175,M,46,A40+,2016-05-02 04:42:30,121.38,31.24,4,121.38356252692107,31.238490357186727,1,1
2702542066322484782,F,35,A32-40,2016-05-07 18:24:27,128.61,44.93,18,128.61049996593164,44.93469212844152,1,6
76841522500854271,F,28,A27-28,2016-05-05 21:17:05,120.54,36.11,21,120.54416835472932,36.111477599546824,1,7
-2862796271906687296,M,21,A22-,2016-05-02 20:03:00,114.39,30.5,20,114.39533642826918,30.495053040979766,1,6
-8549024429592561663,M,21,A22-,2016-05-06 08:11:33,104.13,30.62,8,104.1337829058824,30.615252074667012,1,2
3366842472104992417,M,30,A29-31,2016-05-02 18:29:41,114.03,22.66,18,114.02623500195205,22.661362147880478,1,6
1895981415761776289,M,28,A27-28,2016-05-02 02:55:40,117.22,39.1,2,117.22740233950215,39.0981228218916,1,0
-6406040271586685138,M,37,A32-40,2016-05-02 23:44:55,111.5,23.44,23,111.49670311670472,23.435201333230538,1,7
-7344060563154038212,M,36,A32-40,2016-05-04 06:24:10,115.74,36.0,6,115.73911440820987,36.00210231428244,1,2
-334742675070590410,M,27,A27-28,2016-05-01 22:36:55,114.52,31.26,22,114.51720239471044,31.26138678220856,1,7
8281251575791053687,F,46,A40+,2016-05-02 21:49:03,110.8,24.18,21,110.79509416719132,24.178056046212102,1,7
-7534283352498534711,M,28,A27-28,2016-05-01 01:29:48,106.46,29.57,1,106.4606862700906,29.564892076597545,1,0
2042848544457295135,M,33,A32-40,2016-05-03 06:31:08,105.92,29.36,6,105.9239174298208,29.360686956284066,1,2
-1271918460912023780,F,39,A32-40,2016-05-01 07:16:02,114.9,38.52,7,114.90278950168943,38.51488646711531,1,2
7366745914244420590,M,37,A32-40,2016-05-03 06:08:26,121.04,31.01,6,121.043154721604,31.012591628854445,1,2
6055738551289953751,M,21,A22-,2016-05-07 22:22:37,114.43,30.42,22,114.43471717842927,30.420875589717056,1,7
-1307298913352351333,M,40,A40+,2016-05-04 22:10:24,119.65,27.09,22,119.64845419017153,27.087649061815846,1,7
287713213406344618,M,81,A40+,2016-05-02 09:12:12,121.15,30.05,9,121.15218667010917,30.047917726340984,1,3
-2770221067544119273,F,28,A27-28,2016-05-06 06:27:36,116.8,40.37,6,116.8002842025641,40.37183034535318,1,2
7473034691150293199,M,41,A40+,2016-05-06 16:57:21,126.67,45.73,16,126.66925001763525,45.731353822109554,1,5
1559994277771029954,M,54,A40+,2016-05-07 20:28:47,118.87,28.97,20,118.87198035958787,28.97146892079345,1,6
3371233852755609746,F,32,A29-31,2016-05-06 12:40:42,119.9,33.89,12,119.89585900421339,33.88732550160548,1,4
383139133343344115,M,25,A23-26,2016-05-05 20:41:33,113.61,34.78,20,113.61249042913325,34.78346875289384,1,6
-3818654833559084603,M,26,A23-26,2016-05-05 08:53:10,113.3,23.29,8,113.30078833676329,23.29289491990697,1,2
31208013033799294,F,30,A29-31,2016-05-05 16:35:12,113.78,23.02,16,113.78061819445439,23.025620888310527,1,5
-7835032242253131266,M,30,A29-31,2016-05-05 11:59:58,121.4,31.18,11,121.39646052440396,31.18091778126928,1,3
3309765693003905218,M,31,A29-31,2016-05-05 20:54:33,126.94,44.41,20,126.93991735974897,44.41153953012872,1,6
-2769350124915649810,M,39,A40+,2016-05-04 18:37:16,114.05,22.54,18,114.05067163130774,22.544686182250423,1,6
4829043476172013695,F,53,A40+,2016-05-03 12:01:42,112.7,38.73,12,112.70023415023826,38.73151612913054,1,4
-2033308548262102399,M,45,A40+,2016-05-07 13:44:26,104.71,28.46,13,104.71299244024762,28.461230613432924,1,4
1931509655515140682,M,53,A40+,2016-05-02 13:09:32,114.51,38.04,13,114.51387103572317,38.03366831059615,1,4
3510468573768977002,M,30,A29-31,2016-05-05 08:16:21,117.64,24.52,8,117.64417837279598,24.52095971518795,1,2
-6243392779260071023,M,34,A32-40,2016-05-01 09:31:59,116.46,40.01,9,116.46190214580415,40.011765507060716,1,3
