balance,pdays,previous,housing,contact_unknown,poutcome_success,y
11.899625720874285,-1,0,1,1,0,0
9.290907210902542,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
4.546835943776344,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
8.02595735255576,-1,0,1,1,0,0
6.423158288562369,-1,0,1,1,0,0
9.820116944087623,-1,0,1,1,0,0
1.4422495703074083,-1,0,1,1,0,0
3.47602664488645,-1,0,0,1,0,0
3.3322218516459534,-1,0,1,1,0,0
3.848501131276805,-1,0,1,1,0,0
2.8020393306553872,-1,0,1,1,0,0
2.0,-1,0,1,1,0,0
6.641852195344209,-1,0,1,1,0,0
1.4422495703074083,-1,0,1,1,0,0
7.033849655997663,-1,0,1,1,0,0
-2.668401648721945,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
-1.5874010519681994,-1,0,1,1,0,0
2.6207413942088964,-1,0,1,1,0,0
5.180101467380293,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
12.348572996457445,-1,0,1,1,0,0
6.0,-1,0,1,1,0,0
9.213025029190486,-1,0,1,1,0,0
9.669176254223277,-1,0,1,1,0,0
11.946521282200074,-1,0,1,1,0,0
3.608826080138695,-1,0,1,1,0,0
5.6040786613107745,-1,0,1,1,0,0
10.699874805650795,-1,0,1,1,0,0
4.414004962442103,-1,0,1,1,0,0
4.344481485768612,-1,0,1,1,0,0
6.471273626960365,-1,0,1,1,0,0
11.12798177869454,-1,0,1,1,0,0
5.687733959703131,-1,0,0,1,0,1
0.0,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
11.071163959782458,-1,0,1,1,0,0
2.668401648721945,-1,0,1,1,0,0
7.571174278190853,-1,0,0,1,0,0
4.514357435474001,-1,0,1,1,0,0
10.47993143322853,-1,0,1,1,0,0
3.4482172403827303,-1,0,1,1,0,0
3.708429769266189,-1,0,1,1,0,0
5.981424029720886,-1,0,1,1,0,0
10.510194181160173,-1,0,1,1,0,0
3.3322218516459534,-1,0,1,1,0,0
9.232618931318731,-1,0,1,1,0,0
3.8929964158732604,-1,0,1,1,0,0
6.324703543417371,-1,0,1,1,0,0
5.953341813139051,-1,0,1,1,0,0
6.171005792776718,-1,0,1,1,0,0
16.3665389538683,-1,0,1,1,0,0
15.979139480908026,-1,0,0,1,0,0
3.7562857542210724,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
12.86044007146468,-1,0,1,1,0,0
7.22404512390326,-1,0,1,1,0,0
4.179339196381232,-1,0,1,1,0,0
7.634606721492309,-1,0,1,1,0,0
6.240251469155712,-1,0,1,1,0,0
6.745996711705425,-1,0,1,1,0,0
5.371685354944832,-1,0,1,1,0,0
5.5720546555426225,-1,0,0,1,0,0
7.368062997280774,-1,0,1,1,0,0
11.260976940329119,-1,0,1,1,0,0
6.027650160149742,-1,0,1,1,0,0
1.9129311827723892,-1,0,1,1,0,0
8.315517494203828,-1,0,1,1,0,0
6.679420031639376,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
17.862115186752604,-1,0,1,1,0,0
5.6040786613107745,-1,0,1,1,0,0
8.02595735255576,-1,0,1,1,0,0
6.357861179734201,-1,0,1,1,0,0
3.8258623655447783,-1,0,1,1,0,0
-7.306143574062803,-1,0,1,1,0,0
6.910423230011185,-1,0,1,1,0,0
5.798889997648997,-1,0,0,1,0,0
6.70175939537807,-1,0,1,1,0,0
-3.4482172403827303,-1,0,1,1,0,0
7.8460133651244455,-1,0,1,1,0,0
3.0365889718756627,-1,0,0,1,0,0
2.3513346877207573,-1,0,0,1,0,0
9.881945122337394,-1,0,0,1,0,0
7.230426792525691,-1,0,1,1,0,0
6.027650160149742,-1,0,1,1,0,0
6.868285455319991,-1,0,1,1,0,0
-4.101565929702348,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
5.896368539970367,-1,0,1,1,0,0
6.526518879343751,-1,0,1,1,0,0
10.212134731228563,-1,0,1,1,0,0
3.2396118012774835,-1,0,1,1,0,0
10.108811706815155,-1,0,0,1,0,0
11.362573476344489,-1,0,1,1,0,0
-2.2894284851066637,-1,0,1,1,0,0
7.29363302976868,-1,0,1,1,0,0
6.649399761150976,-1,0,1,1,0,0
12.224924410186635,-1,0,0,1,0,0
8.558989894493102,-1,0,1,1,0,0
2.924017738212866,-1,0,1,1,0,0
6.804092115953368,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
4.04124002062219,-1,0,1,1,0,0
-2.080083823051904,-1,0,1,1,0,0
7.040580616713472,-1,0,1,1,0,0
4.641588833612779,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
7.571174278190853,-1,0,1,1,0,0
14.792703976274133,-1,0,1,1,0,0
6.502957234256936,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
5.915481699700717,-1,0,1,1,0,0
7.8460133651244455,-1,0,1,1,0,0
13.099823240238749,-1,0,1,1,0,0
7.536122043392361,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
5.1924941018511035,-1,0,1,1,0,0
6.671940271707946,-1,0,1,1,0,0
6.534335077087573,-1,0,1,1,0,0
9.658468409080427,-1,0,1,1,0,0
13.70292441167216,-1,0,1,1,0,0
5.229321531755984,-1,0,1,1,0,0
7.8024537535394245,-1,0,1,1,0,0
4.121285299808557,-1,0,1,1,0,0
6.825624196557115,-1,0,1,1,0,0
6.502957234256936,-1,0,1,1,0,0
9.053183052567537,-1,0,1,1,0,0
6.179746605865644,-1,0,1,1,0,0
2.924017738212866,-1,0,1,1,0,0
8.434326653017493,-1,0,1,1,0,0
-7.040580616713472,-1,0,1,1,0,0
5.677411370845433,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
0.0,-1,0,1,1,0,1
0.0,-1,0,1,1,0,0
10.253518522376202,-1,0,1,1,0,0
5.371685354944832,-1,0,0,1,0,0
5.748897078944831,-1,0,1,1,0,0
6.832771452246442,-1,0,1,1,0,0
-5.698019215305065,-1,0,1,1,0,0
3.608826080138695,-1,0,0,1,0,0
8.291344341849697,-1,0,1,1,0,0
2.668401648721945,-1,0,0,1,0,0
3.9364971831021736,-1,0,1,1,0,0
-3.9578916096804058,-1,0,1,1,0,0
6.366096760416893,-1,0,0,1,0,0
4.235823584254893,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
7.060696670652126,-1,0,1,1,0,0
7.166095742031892,-1,0,1,1,0,0
6.97268264894006,-1,0,1,1,0,0
11.0,-1,0,1,1,0,0
8.759038279775778,-1,0,1,1,0,0
3.870876640627797,-1,0,1,1,0,0
7.646027242213619,-1,0,1,1,0,0
7.506660749504313,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
2.668401648721945,-1,0,1,1,0,0
2.3513346877207573,-1,0,1,1,0,0
1.4422495703074083,-1,0,1,1,0,0
4.344481485768612,-1,0,1,1,0,0
3.0365889718756627,-1,0,1,1,0,0
9.252130018365484,-1,0,1,1,0,0
7.416859538532378,-1,0,1,1,0,0
8.097758867857014,-1,0,1,1,0,0
5.953341813139051,-1,0,1,1,0,0
3.9578916096804058,-1,0,1,1,0,0
6.357861179734201,-1,0,1,1,0,0
10.726014668827325,-1,0,1,1,0,0
6.789661336437485,-1,0,1,1,0,0
4.464745095584538,-1,0,1,1,0,0
5.052774347208561,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
7.0673766147219546,-1,0,1,1,0,0
9.47639569343577,-1,0,1,1,0,0
4.5788569702133275,-1,0,1,1,0,0
7.355762368401103,-1,0,1,1,0,0
5.77899656515213,-1,0,0,1,0,0
-7.1005884587975405,-1,0,1,1,0,0
8.138223044397701,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
7.883735163105243,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
7.386437295302745,-1,0,1,1,0,0
5.440121825414797,-1,0,1,1,0,0
13.676244195400475,-1,0,0,1,0,0
4.610436292058447,-1,0,1,1,0,0
4.86294413109428,-1,0,0,1,0,0
7.582786526875782,-1,0,1,1,0,0
9.401569075629183,-1,0,1,1,0,0
5.9059405836244885,-1,0,1,1,0,0
6.619105948026229,-1,0,1,1,0,0
1.0,-1,0,0,1,0,0
3.848501131276805,-1,0,1,1,0,0
-7.702624618287352,-1,0,1,1,0,0
11.152155602191929,-1,0,1,1,0,0
29.082602386827677,-1,0,1,1,0,0
3.107232505953859,-1,0,1,1,0,0
10.07280203352255,-1,0,1,1,0,0
3.8258623655447783,-1,0,1,1,0,0
-1.259921049894873,-1,0,0,1,0,0
4.946087443248701,-1,0,1,1,0,0
9.442870428448217,-1,0,1,1,0,0
8.849344009597905,-1,0,1,1,0,0
-6.931300768428809,-1,0,1,1,0,0
11.530479950193424,-1,0,1,1,0,0
3.583047871015946,-1,0,1,1,0,0
2.6207413942088964,-1,0,0,1,0,0
3.530348335326063,-1,0,1,1,0,0
-4.641588833612779,-1,0,1,1,0,0
7.989569740454013,-1,0,1,1,0,0
8.815159819493001,-1,0,1,1,0,0
5.718479064871316,-1,0,1,1,0,0
4.04124002062219,-1,0,1,1,0,0
8.242570599617114,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
3.0,-1,0,0,1,0,0
2.2894284851066637,-1,0,1,1,0,0
3.2396118012774835,-1,0,1,1,0,0
10.221714600571513,-1,0,1,1,0,0
5.953341813139051,-1,0,1,1,0,0
7.22404512390326,-1,0,1,1,0,0
6.406958577185558,-1,0,1,1,0,0
10.809388270030357,-1,0,1,1,0,0
2.0,-1,0,1,1,0,0
5.0132979349645845,-1,0,1,1,0,0
6.126925675228417,-1,0,1,1,0,0
9.439130677392361,-1,0,1,1,0,0
6.753313416693821,-1,0,1,1,0,0
1.0,-1,0,1,1,0,0
4.414004962442103,-1,0,1,1,0,0
5.3946907121095915,-1,0,1,1,0,0
2.8020393306553872,-1,0,1,1,0,0
3.583047871015946,-1,0,1,1,0,0
10.894304462094905,-1,0,0,1,0,0
4.959675663842301,-1,0,1,1,0,0
5.078753078132701,-1,0,1,1,0,0
5.229321531755984,-1,0,1,1,0,0
7.324829444634315,-1,0,0,1,0,0
4.610436292058447,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
6.073177943751325,-1,0,1,1,0,0
9.113781797995873,-1,0,1,1,0,0
6.257324745675973,-1,0,1,1,0,0
20.397064809020655,-1,0,0,1,0,0
7.047298732064892,-1,0,0,1,0,0
2.7144176165949068,-1,0,1,1,0,0
11.857101383012346,-1,0,1,1,0,0
7.013579083499659,-1,0,1,1,0,0
2.154434690031884,-1,0,1,1,0,0
9.397796374952975,-1,0,1,1,0,1
3.0723168256858475,-1,0,1,1,0,0
8.168309170303784,-1,0,1,1,0,1
20.59071438734707,-1,0,1,1,0,0
7.813389232115572,-1,0,1,1,0,0
1.5874010519681994,-1,0,1,1,0,0
10.641324387124875,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
6.406958577185558,-1,0,1,1,0,0
1.0,-1,0,0,1,0,0
6.565414427346138,-1,0,0,1,0,0
5.9059405836244885,-1,0,1,1,0,0
2.571281590658235,-1,0,1,1,0,0
5.204827863394201,-1,0,1,1,0,0
2.519842099789746,-1,0,1,1,0,0
5.9059405836244885,-1,0,1,1,0,0
1.9129311827723892,-1,0,0,1,0,0
0.0,-1,0,0,1,0,0
0.0,-1,0,0,1,0,0
12.444016307077076,-1,0,1,1,0,0
6.57313845144243,-1,0,1,1,0,0
11.840481475428984,-1,0,1,1,0,0
7.404720630522143,-1,0,1,1,0,0
6.126925675228417,-1,0,1,1,0,0
-2.924017738212866,-1,0,1,1,0,0
5.667051108097064,-1,0,1,1,0,0
10.534279499831536,-1,0,1,1,0,0
4.06154810044568,-1,0,1,1,0,0
4.254320865115005,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
3.802952460761392,-1,0,1,1,0,0
4.160167646103808,-1,0,1,1,0,0
5.462555571281397,-1,0,1,1,0,0
5.325074021614987,-1,0,1,1,0,0
4.834588127111639,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
2.080083823051904,-1,0,1,1,0,0
7.211247851537042,-1,0,1,1,0,0
10.452544727981476,-1,0,1,1,0,0
12.809855690658686,-1,0,1,1,0,0
16.29278665109821,-1,0,1,1,0,0
6.009245006917366,-1,0,1,1,0,0
5.078753078132701,-1,0,1,1,0,0
11.88784390552626,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
3.583047871015946,-1,0,1,1,0,0
6.839903786706788,-1,0,1,1,0,0
5.677411370845433,-1,0,1,1,0,0
3.391211443014167,-1,0,0,1,0,0
8.242570599617114,-1,0,1,1,0,0
7.769462011672504,-1,0,0,1,0,0
8.092672334566455,-1,0,1,1,0,0
3.9364971831021736,-1,0,1,1,0,0
6.231679684369752,-1,0,1,1,0,0
5.180101467380293,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
7.159598824832772,-1,0,1,1,0,0
6.109114744289606,-1,0,1,1,0,0
-4.379519139887889,-1,0,1,1,0,0
6.767899452107008,-1,0,1,1,0,0
5.091643369659488,-1,0,1,1,0,0
9.271559159881988,-1,0,1,1,0,0
4.140817749422853,-1,0,0,1,0,0
1.259921049894873,-1,0,1,1,0,0
6.135792439661959,-1,0,1,1,0,0
6.463304070095651,-1,0,1,1,0,0
6.495065288112264,-1,0,1,1,0,0
-4.776856181035017,-1,0,1,1,0,0
1.0,-1,0,1,1,0,1
-3.9148676411688634,-1,0,0,1,0,0
4.464745095584538,-1,0,1,1,0,0
-2.2239800905693157,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
-7.9843443826910745,-1,0,1,1,0,0
7.416859538532378,-1,0,1,1,0,0
3.870876640627797,-1,0,1,1,0,0
11.792737079940734,-1,0,0,1,0,0
2.7144176165949068,-1,0,1,1,0,0
4.140817749422853,-1,0,1,1,0,0
3.732511156817248,-1,0,1,1,0,0
6.6342874368674964,-1,0,1,1,0,0
7.512571508442145,-1,0,1,1,0,0
4.776856181035017,-1,0,1,1,0,0
10.144566643969542,-1,0,1,1,0,0
9.943009154701157,-1,0,1,1,0,0
9.542743681516225,-1,0,0,1,0,1
8.741624638856287,-1,0,1,1,0,0
9.878530490026034,-1,0,1,1,0,0
6.70175939537807,-1,0,1,1,0,0
5.1924941018511035,-1,0,1,1,0,0
12.335443190706904,-1,0,1,1,0,0
10.406578677916617,-1,0,1,1,0,0
9.550058934424278,-1,0,1,1,0,0
9.153737511815383,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
5.934472140399942,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
4.791419857062785,-1,0,1,1,0,0
-4.235823584254893,-1,0,1,1,0,0
5.625226328341856,-1,0,1,1,0,0
-4.04124002062219,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
1.0,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
17.484339731733847,-1,0,0,1,0,0
-5.934472140399942,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
3.47602664488645,-1,0,1,1,0,0
3.4482172403827303,-1,0,1,1,0,0
-4.626065009182742,-1,0,1,1,0,0
2.571281590658235,-1,0,1,1,0,0
6.510830071526433,-1,0,1,1,0,0
-5.539658256754464,-1,0,0,1,0,0
6.126925675228417,-1,0,1,1,0,0
2.080083823051904,-1,0,1,1,0,0
9.816659156145398,-1,0,1,1,0,0
10.905527034503127,-1,0,1,1,0,0
-6.917396416609225,-1,0,1,1,0,0
3.530348335326063,-1,0,1,1,0,0
2.4662120743304703,-1,0,0,1,0,0
8.929490191169076,-1,0,1,1,0,0
17.581928765313677,-1,0,1,1,0,0
7.973873099354775,-1,0,1,1,0,0
7.2873616311218425,-1,0,1,1,0,1
0.0,-1,0,1,1,0,0
11.972157672583759,-1,0,1,1,0,0
5.506878446387352,-1,0,1,1,0,0
3.419951893353394,-1,0,0,1,0,0
5.289572472694208,-1,0,1,1,0,0
2.571281590658235,-1,0,1,1,0,0
10.036533037850248,-1,0,1,1,0,0
11.515417255122571,-1,0,1,1,0,0
9.061309792166986,-1,0,0,1,0,0
7.85142441053969,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
5.14256318131647,-1,0,1,1,0,0
11.011008263538336,-1,0,1,1,0,0
8.02595735255576,-1,0,1,1,0,0
7.713844771974706,-1,0,1,1,0,0
8.18824411006022,-1,0,1,1,0,0
4.362070671454838,-1,0,1,1,0,0
5.9720926198264,-1,0,0,1,0,0
5.87713065921074,-1,0,1,1,0,0
8.031128718260156,-1,0,1,1,0,0
15.709605060111564,-1,0,1,1,0,0
10.731806254547124,-1,0,1,1,0,0
9.109766915626988,-1,0,1,1,0,0
5.3946907121095915,-1,0,1,1,0,0
-4.04124002062219,-1,0,1,1,0,0
6.257324745675973,-1,0,1,1,0,0
-5.241482788417793,-1,0,1,1,0,0
4.140817749422853,-1,0,1,1,0,0
7.963374241789243,-1,0,1,1,0,0
6.291194551556288,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
2.2239800905693157,-1,0,1,1,0,0
8.61324801478067,-1,0,1,1,0,0
4.986630952238646,-1,0,1,1,0,0
4.344481485768612,-1,0,1,1,0,0
4.7474593985234,-1,0,1,1,0,0
7.791487535639231,-1,0,1,1,0,0
7.19196634814781,-1,0,1,1,0,0
3.583047871015946,-1,0,1,1,0,0
3.2396118012774835,-1,0,1,1,0,0
9.778461652504202,-1,0,1,1,0,0
-2.154434690031884,-1,0,1,1,0,0
-4.732623491163368,-1,0,1,1,0,0
7.780490361481425,-1,0,1,1,0,0
9.197289686814337,-1,0,1,1,0,0
5.539658256754464,-1,0,1,1,0,0
6.804092115953368,-1,0,1,1,0,0
14.682203462179983,-1,0,0,1,0,0
5.078753078132701,-1,0,1,1,0,0
5.886765316883336,-1,0,1,1,0,0
4.362070671454838,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
17.577614446076534,-1,0,1,1,0,0
12.071334369643402,-1,0,1,1,0,0
-5.0,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
17.201748515230854,-1,0,1,1,0,1
8.305865114670475,-1,0,1,1,0,0
11.700942286589555,-1,0,1,1,0,0
-5.155136735475772,-1,0,1,1,0,0
0.0,-1,0,0,1,0,0
5.77899656515213,-1,0,0,1,0,0
5.798889997648997,-1,0,1,1,0,0
6.6038544977892535,-1,0,0,1,0,0
2.668401648721945,-1,0,1,1,0,0
2.924017738212866,-1,0,1,1,0,0
6.0,-1,0,1,1,0,0
5.748897078944831,-1,0,1,1,0,0
4.626065009182742,-1,0,1,1,0,0
13.196234003706344,-1,0,1,1,0,0
2.571281590658235,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
9.435387960633067,-1,0,1,1,0,0
7.1005884587975405,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
-6.8753443353707056,-1,0,1,1,0,0
-2.4662120743304703,-1,0,1,1,0,0
8.344341008882852,-1,0,1,1,0,0
15.96607394811494,-1,0,1,1,0,0
4.198336453808407,-1,0,0,1,0,0
5.204827863394201,-1,0,1,1,0,0
4.464745095584538,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
7.663094323935531,-1,0,0,1,0,0
6.767899452107008,-1,0,0,1,0,0
0.0,-1,0,1,1,0,0
7.268482371328558,-1,0,1,1,0,0
7.337233921242782,-1,0,1,1,0,0
-4.904868131524017,-1,0,1,1,0,0
1.709975946676697,-1,0,1,1,0,0
3.684031498640387,-1,0,1,1,0,0
6.5808443652413935,-1,0,1,1,0,0
2.4662120743304703,-1,0,0,1,0,0
8.675697358584909,-1,0,1,1,0,0
9.71883540383245,-1,0,1,1,0,0
6.240251469155712,-1,0,1,1,0,0
7.39863622299141,-1,0,1,1,0,0
10.991729320190025,-1,0,1,1,0,0
6.341325705384997,-1,0,1,1,0,0
15.032522029472556,-1,0,1,1,0,0
12.81797604509375,-1,0,1,1,0,0
14.222631372054554,-1,0,1,1,0,0
3.9148676411688634,-1,0,1,1,0,0
13.056949367479842,-1,0,1,1,0,0
14.227573217960252,-1,0,1,1,0,0
-1.709975946676697,-1,0,1,1,0,0
5.277632087904077,-1,0,0,1,0,0
1.9129311827723892,-1,0,1,1,0,0
4.776856181035017,-1,0,1,1,0,0
-4.918684734458728,-1,0,1,1,0,0
7.85142441053969,-1,0,1,1,0,1
12.28043245620237,-1,0,1,1,0,0
8.107912808108658,-1,0,1,1,0,0
2.7589241763811208,-1,0,1,1,0,0
13.451586993679935,-1,0,1,1,0,0
4.481404746557165,-1,0,1,1,0,0
16.192975667278652,-1,0,1,1,0,0
7.337233921242782,-1,0,1,1,0,0
2.4662120743304703,-1,0,1,1,0,0
4.396829672158179,-1,0,0,1,0,0
-5.687733959703131,-1,0,1,1,0,0
8.706587691173612,-1,0,0,1,0,0
-5.677411370845433,-1,0,1,1,0,0
10.458643063511968,-1,0,1,1,0,0
1.0,-1,0,1,1,0,0
4.101565929702348,-1,0,1,1,0,0
6.036810736797685,-1,0,1,1,0,0
6.924355572627039,-1,0,1,1,0,0
6.214465011907718,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
9.647736768677241,-1,0,1,1,0,0
4.97318983326859,-1,0,1,1,0,0
6.31635959765638,-1,0,1,1,0,0
4.020725758589058,-1,0,1,1,0,0
-7.153090095040669,-1,0,1,1,0,0
5.934472140399942,-1,0,1,1,0,0
6.045943596012514,-1,0,1,1,0,0
1.5874010519681994,-1,0,1,1,0,0
4.7026693754415145,-1,0,1,1,0,0
6.782422886028334,-1,0,1,1,0,0
-7.040580616713472,-1,0,1,1,0,0
1.5874010519681994,-1,0,0,1,0,0
-6.854124001832625,-1,0,1,1,0,0
-5.313292845913056,-1,0,1,1,0,0
11.049364909617035,-1,0,1,1,0,0
6.549911620119374,-1,0,1,1,0,0
10.797964865726543,-1,0,1,1,0,0
4.657009507803836,-1,0,1,1,0,0
9.465246982326736,-1,0,1,1,0,0
4.464745095584538,-1,0,1,1,0,0
5.1924941018511035,-1,0,1,1,0,0
5.289572472694208,-1,0,1,1,0,0
5.848035476425732,-1,0,1,1,0,0
3.583047871015946,-1,0,1,1,0,0
5.857766002650653,-1,0,1,1,0,0
8.092672334566455,-1,0,1,1,0,0
0.0,-1,0,1,1,0,0
1.0,-1,0,1,1,0,0
