balance,pdays,previous,housing,contact_cellular,contact_unknown,poutcome_success,poutcome_unknown,y
0.3258846857975802,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.19181529992052948,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.22453533942091544,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.32308513134063377,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
1.5564114418978354,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.4243861170166283,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.5299269431497166,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.42149080063879896,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
2.1688546423464286,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
1.4738115779016558,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6665390804385695,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.15424576403340795,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6778391912227381,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.678674166660839,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.05403169241348672,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.09832355106797612,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.44463834463438295,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.9377980683386575,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.24613060032038003,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.30706982353675566,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.1670442550528857,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.7937622304615983,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1
-0.3519832065180158,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.2932037416572653,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5773126756266747,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1
0.4479956810170165,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1
-0.7235220658004216,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.02967741255365139,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5593880083100959,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.3263708190872569,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.14558448210594865,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5458912144622474,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.5485793992465913,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.42221202246920053,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.05492200743691309,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.46877407214572525,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.21622857816439975,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-2.3149067978752504,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.44696978268114845,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.36826036312407334,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.28422490676102957,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5458912144622474,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3280244792521078,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5237939570254032,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.640708418132964,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.05712197376873599,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6358940177990494,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.4738366266915634,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-1.5355227064555668,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.46877407214572525,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3398096477898224,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.08427006685474822,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.651403971062724,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.17664053547168568,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.5393918842383849,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6611141861159519,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8754472030330882,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5926344466131013,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8090878263575773,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.4136563796244858,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.2397547861464694,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.4340454711531183,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.8285437680364062,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1
0.4131441769256127,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.23156615387506976,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.5988932951621799,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.23110128957056084,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.43774491953032757,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.0527614481519339,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.17321030006588545,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.305712294323563,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8754472030330882,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5887137182487204,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.6089881377069483,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5362001420013924,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6837362916297927,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.7968123682005454,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.14237758650230858,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8754472030330882,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.08711155005971927,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.4549902431715263,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.3025846171884823,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.7092967081332961,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3484635363116966,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.6621884411353698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.23286956764809633,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.22012101565360295,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.28443181548370855,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.6055048987090661,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5699908968917368,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.28868881478281544,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.4297455723880553,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.456472188433768,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.4662740044686159,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.1664267253944618,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.4901025337166356,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.2768946139687064,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.4820920337369953,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.7025772937820134,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.011356461998365815,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.4423239247627749,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.3987367020363645,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5926344466131013,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5559482010437581,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.235488513823642,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.4030033167416106,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6089881377069483,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.22288347566359115,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5299269431497166,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.18709101124207234,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.23944770478986208,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.20876019622579778,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
1.2286641847720396,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
1.1740463988435998,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.5492011914990949,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.7343543790829125,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.0602967088539528,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.48955670576030647,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.002413394568038851,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.19899754605996814,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.12769469894757748,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3214529477882287,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.2932037416572653,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.0399922481434221,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.5088529496946681,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.22897129046045403,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8090878263575773,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.09358528745427763,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.13708105879956053,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
1.4395190470751538,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.28868881478281544,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.0527614481519339,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.18241625867101924,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5393918842383849,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-2.108845535575584,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.1045129111429678,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.26122320213432987,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.13393152796222083,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.5649330903404384,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.027391919098286265,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6506681462452091,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.7472792012694294,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.3144291833223709,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.059396984835170016,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.22897129046045403,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.11045373481006784,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.6570459127384827,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.24748012159670893,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.15863793480788335,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.36098119651022187,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6220448304979729,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.3464141275729103,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.5231766084564019,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.4015604463656703,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.0504858092243716,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.14131348765270313,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.6447557586288918,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.1279114142733677,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6665390804385695,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.11950407770487466,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5090267147431912,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.3720458426157036,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.08616258085059889,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.4243861170166283,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.011356461998365815,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
1.0067759585540759,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.16195978983685366,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.244785439390274,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.027391919098286265,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.7681039827338044,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.01629832586283672,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.34671635206427365,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.13813559799035816,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.15753596269655262,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.2829221624392734,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.8531326236424597,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3415242110748469,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.02125063676122786,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.49774147501435057,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.11646836224552506,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.16195978983685366,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.19758558266795662,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.20752786657267924,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6665390804385695,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.11033567989244236,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-2.0714049561029406,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.27834995138604685,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.36681571927954126,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3214529477882287,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.2682714887797845,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.11546070139809916,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.8821229969469713,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5699908968917368,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.0901772186450853,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.7025772937820134,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.5237939570254032,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.6367898881383218,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.18125515956242597,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.4815932147890656,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.08332650490204169,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.06846674302965847,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.09573522337508836,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.47205893304246493,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.15611537593394456,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.533045515149596,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.0008032644582031649,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.020451947008617806,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.7025772937820134,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.7472792012694294,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.8754472030330882,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.4662740044686159,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.6506681462452091,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.22563425993133335,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.03311263361074633,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.06288443505765844,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.23944770478986208,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5207776488152177,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.18241625867101924,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.43343091929951283,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.12153861125846013,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.4493185552375808,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.36641483949567777,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.08238472831047347,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.25725251314806385,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.43323041269896845,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.04172646091816157,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.26402789164305096,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-2.0798652037329406,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.0685893053177595,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
0.03271015319707741,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.0787837684767698,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.037401734872248155,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.3118043840840394,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.8493710946715598,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.42877817989874756,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.39317818542191885,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.009719300987343221,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.24670303004763536,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.24613060032038003,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.14558448210594865,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.9377980683386575,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.5362001420013924,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-2.164743693187072,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.4935106971474301,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
3.021447290868465,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.640708418132964,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
0.34133727857200763,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-0.5393918842383849,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
-1.256414619814944,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0
-0.38145616734602616,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0
